  31.69   13.10   14.16    -1.1547    42.7612
  32.02   16.43   38.29    -0.5451    30.0505
  29.25   17.30    1.98    -2.6444    75.3839
  12.49   20.88    9.50    -1.2235    44.2191
  32.70   16.97    5.52    -1.9537    59.9814
  32.08   10.60    5.63    -1.4264    48.5458
  22.20   21.86   19.36    -0.4457    28.0131
  42.14   30.62   32.99    -2.0216    61.4762
  42.64   29.03   34.08    -1.5848    51.9510
  21.29   11.83   38.78    -1.9139    59.1087
  10.18   46.09   44.49     0.1349    16.3109
  47.79   32.30    3.73    -2.8305    79.6157
  40.51   45.98   20.74    -2.8693    80.5018
  41.82    9.19   33.85     0.7543     4.1988
  22.11    2.47   21.73    -2.1467    64.2383
  24.44   23.19    1.58    -2.9475    82.2935
  36.70   14.78   17.85    -0.6176    31.5429
  27.01   15.16   43.15    -1.2020    43.7634
  39.36    4.43   39.68     0.7217     4.8257
  19.64    9.34   43.28    -1.4725    49.5334
  32.11   34.34   49.69     0.2901    13.2394
  37.13   36.03   14.55    -2.3793    69.4166
  25.09   12.22   16.61    -1.9347    59.5657
   9.86   26.11   20.96    -0.3628    26.3209
  35.58   25.01   43.76     0.0469    18.0640
  25.88   28.12   49.92     0.4978     9.1688
   3.35   15.87   38.86     0.0745    17.5119
  36.05    4.39    4.19    -0.0304    19.6080
  32.41    7.45   13.38    -0.3039    25.1243
   5.41   23.21   44.00     0.6103     6.9799
  22.69   40.95    5.05    -1.9706    60.3536
  17.35   12.35   36.53    -2.0233    61.5137
  42.54    5.65   35.44     0.8773     1.8396
  14.57   20.22   10.07    -1.3800    47.5528
  16.78   34.21   14.58    -0.6666    32.5547
  41.57   17.63    7.73    -1.3082    46.0205
  35.96    3.42   35.88     0.6499     6.2138
  34.43   11.94    0.34    -1.4602    49.2703
  47.16   10.11   45.81    -0.2072    23.1654
  34.52   39.76   28.53    -2.0564    62.2414
  10.68   29.77   30.18    -0.2566    24.1649
  10.28   46.25   46.60     0.2211    14.6023
  39.26   38.06   33.54    -2.2461    66.4451
  28.85   45.97   15.69    -1.2184    44.1103
  18.21   11.42   21.62    -1.2838    45.5004
  42.32    3.13   22.23     1.8579   -16.4321
  24.10   25.10   41.39     0.5363     8.4170
  48.87   37.65    9.76    -3.1505    86.9722
  44.04    4.34   28.30     1.2974    -6.1069
  13.45   49.65   49.71    -0.1235    21.4784
  20.29   40.75   42.08     1.9671   -18.4072
  46.61   40.44   27.85    -2.8766    80.6687
  46.48   16.27   31.52    -1.0875    41.3408
  11.19   32.78   44.78     0.8516     2.3305
  15.87   32.16   30.17     1.0103    -0.6955
   8.38   34.29   16.07    -1.9591    60.1004
   1.20    7.52   15.65    -0.5890    30.9540
  29.35   29.14   18.70    -0.4304    27.7007
  19.12   46.97   30.03     1.4753    -9.4182
  49.60   14.66   32.99    -1.2650    45.1001
  19.64    2.55   30.11    -2.6326    75.1164
   0.46   32.85    4.76    -2.6858    76.3232
  34.80    3.52   39.29    -0.1520    22.0523
   1.95   33.71    2.25    -2.5626    73.5351
   5.54   13.92   11.09    -1.2009    43.7388
  10.95   22.02   32.88    -1.0313    40.1588
   4.45   47.96   19.13    -3.2197    88.5762
  24.31   14.74   32.52    -1.2289    44.3328
  12.38   47.48   16.05    -0.9780    39.0379
   2.65   14.09    3.69    -2.3252    68.2082
  31.37   43.16   19.55    -1.4837    49.7755
  40.22   22.67   20.07    -1.5585    51.3854
  36.96   31.82   24.28    -2.8386    79.8005
   6.71   44.53   38.03     0.1159    16.6880
  44.95   37.26   37.74    -1.5429    51.0473
  28.21    2.55   28.05    -1.4521    49.0972
   6.85   49.74   37.69    -0.4192    27.4714
  21.97   17.84   11.19    -2.6922    76.4681
  11.24   29.74   11.19    -1.6538    53.4435
  49.40   11.13   48.06    -0.4096    27.2753
  36.44    8.41   16.09     0.5101     8.9279
  21.97   27.48   31.22     0.5843     7.4856
   5.92   49.14   45.45    -0.6140    31.4675
   2.90   18.55   41.31     0.5949     7.2789
  12.89    1.61   32.47    -2.3589    68.9610
   1.63   31.54    2.14    -2.4846    71.7785
   7.64   41.95   27.97    -1.4487    49.0239
  14.84   29.27   16.25    -0.2696    24.4293
  46.86    9.64   34.12    -0.0296    19.5928
  32.93   44.44   14.76    -2.1055    63.3260
  20.73   21.45    9.14    -2.3819    69.4748
  10.08   28.85   16.34    -0.6119    31.4245
   6.92   14.22   14.88    -0.8956    37.3140
   2.99   45.29   49.07    -0.3071    25.1889
  31.74   44.29   46.42     0.9638     0.1885
  27.79   22.78   21.51    -1.0338    40.2110
  42.55   48.43   49.76    -0.0985    20.9744
  27.01   49.16   20.91    -0.9395    38.2306
   6.70   13.90    5.31    -2.0327    61.7206
  46.02   22.67   40.50    -0.3897    26.8709
  10.14    0.41   21.66    -1.6142    52.5858
  44.76   45.99   36.90    -2.0816    62.7990
  42.68   49.76   47.51     0.0373    18.2549
  47.15    5.42   11.78    -0.4484    28.0688
  13.56   19.15    0.22    -2.9905    83.2819
  32.85   19.99   31.48    -0.5162    29.4570
  45.25   21.98   33.69    -1.1666    43.0121
  13.33   11.13   11.73    -1.7553    55.6462
  27.20    6.11    6.02    -2.0346    61.7621
  46.70    0.58   29.37     1.2099    -4.4669
  22.04   18.26   29.31    -0.9186    37.7942
  39.08   42.98   29.55    -2.6497    75.5051
  21.55   48.37   39.76     1.3611    -7.2950
  47.38    0.53   31.43     0.9852    -0.2194
  44.34   15.22   22.05    -0.6174    31.5388
  19.83   37.27   25.26     1.6479   -12.6001
  28.74   10.55    3.37    -2.1162    63.5627
  36.93   20.58   46.47     0.2254    14.5180
   3.71   46.89   41.62    -0.3017    25.0790
   0.24    6.94   46.89     1.0651    -1.7351
  29.99   40.09   28.32    -0.2023    23.0662
  16.43   28.25   42.72     1.0077    -0.6469
  47.83   47.09   34.20    -2.5362    72.9410
  31.80   38.39    3.47    -2.9460    82.2601
  34.13   36.45   20.77    -1.7697    55.9602
  27.63   27.15    9.06    -2.2343    66.1823
  49.63   10.33   36.55    -0.5306    29.7528
   5.57   48.46   45.77    -0.4448    27.9952
  33.61   30.21   33.27    -0.7771    34.8436
  28.56    6.61   33.65    -1.0289    40.1077
   1.75   31.93   10.23    -3.5009    95.1454
  34.36    7.87   47.78    -0.6795    32.8207
  34.40   24.73   30.33    -1.0116    39.7437
  37.87   48.40   20.86    -2.5568    73.4036
  25.46   16.25   33.29    -0.8472    36.3031
  49.19    3.87   48.64    -0.8018    35.3584
  20.10   17.80   41.06    -1.4704    49.4893
  40.49    0.39   40.82     0.4421    10.2554
  30.96   11.83   21.56    -1.1498    42.6572
  43.67   31.70    1.02    -2.4310    70.5757
  40.25   33.91   22.98    -3.5238    95.6837
  47.24   29.69   39.44    -1.7794    56.1715
  16.21    1.94   10.57    -1.9424    59.7354
  16.17    2.50   35.23    -2.6495    75.5005
  40.98   11.23   19.72     0.4631     9.8452
  15.11   19.45   24.08     0.1445    16.1201
  21.73   44.31   12.66    -1.0482    40.5123
  25.11   27.70   23.52     0.4123    10.8382
  45.75   21.91    4.26    -2.1943    65.2942
  47.55   21.80   36.27    -1.3361    46.6145
  32.39   14.55   15.87    -1.2122    43.9781
  35.05    4.91   42.07    -0.5179    29.4920
  48.62   14.75   41.23    -0.2899    24.8403
  20.80    2.70    0.93    -1.8508    57.7286
  46.20   28.31   26.52    -2.8380    79.7869
  48.33   40.65    5.25    -2.6863    76.3335
  14.95    8.04   36.68    -2.1115    63.4591
  23.82   33.00   11.48    -1.6429    53.2072
  40.42   37.92   18.02    -2.6265    74.9800
  14.74    6.00   31.44    -2.4857    71.8025
  22.21   35.83   13.81    -0.4778    28.6698
  13.11   20.76   24.65     0.1425    16.1610
   3.85    3.17   22.15     0.3705    11.6592
   3.79   45.89   10.05    -2.4902    71.9036
  26.09   44.76    5.16    -2.0463    62.0201
  39.26   36.92   12.05    -2.5555    73.3751
   7.97    4.63   27.13    -1.1363    42.3722
  15.69   41.80   36.62     1.3479    -7.0497
   7.08   15.61   39.05    -0.4674    28.4579
  46.86   34.76   30.95    -2.7313    77.3549
  42.02    1.78   39.52     0.5248     8.6410
  16.28   36.30   26.87     1.2406    -5.0427
  46.97    3.50    2.17    -0.9093    37.5990
  21.70   21.16    1.89    -2.9441    82.2155
  35.25   11.89   15.11    -0.4991    29.1067
  43.38   41.99   39.71    -1.1177    41.9790
  29.96   23.65   46.91    -0.2212    23.4480
  48.34   27.21   29.80    -2.6041    74.4724
   3.78   15.10    0.30    -2.3009    67.6643
  19.34   13.56   35.86    -1.9990    60.9780
  14.09   44.78   47.79     0.7613     4.0635
   2.06   39.41   49.90    -0.0707    20.4171
  46.97   44.66   39.44    -1.8796    58.3581
  32.99   21.16   17.96    -1.6251    52.8225
  25.98   14.78   22.97    -1.4317    48.6592
  13.81   11.34   14.40    -1.4790    49.6743
  35.27   31.45    2.06    -2.8320    79.6490
  49.64   24.01   35.41    -1.8309    57.2934
  48.83    1.93   26.98     1.1096    -2.5763
  37.81   44.51   36.08    -1.3433    46.7682
  47.09   49.00    3.92    -1.9514    59.9312
  16.44    2.35    3.22    -2.0422    61.9294
  23.14   19.19   27.76    -0.4887    28.8927
  41.30   26.28   45.26     0.3275    12.5028
  17.70   49.27   18.01    -0.2196    23.4162
  32.93   22.23   18.57    -1.6280    52.8843
  15.28    8.30   41.69    -1.0489    40.5284
  16.41   30.04   27.80     0.8299     2.7472
  38.71   42.87   31.41    -2.3856    69.5572
  28.20   13.91   38.11    -1.0931    41.4599
  25.41   27.42   15.97    -1.0410    40.3615
  48.84   37.28   46.86    -1.7253    54.9950
  19.84   27.61    5.80    -2.4593    71.2111
  13.20   11.70   34.80    -1.7639    55.8340
   6.37   40.93   39.63     0.5518     8.1159
  25.70   44.08   46.77     1.3535    -7.1544
